mirna,log2FoldChange,pvalue,baseMean,padj,rank_score
hsa-miRPlus-F1223,3.9607511344553,0.000765542727838127,3.0974825361592013,0.0379709193007711,3.1160305646698885
hsa-miR-1237,3.0275534405310296,0.0008056109837684075,4.492584890713171,0.03903871110248057,3.0938746212063113
hsa-miR-563,2.6665012461459896,0.0009187788330785477,1.3465231471375871,0.04041247829180275,3.036789018682797
hsa-miR-18b*,3.5566165886580707,0.0012045010478885043,3.190603507538581,0.04581603631987684,2.919192817839156
hsa-miRPlus-E1057,3.6460765358103773,0.0013951981807576147,1.9106089384727365,0.04826248574914259,2.8553640987012474
hsa-miR-373-3p,2.260507845489497,0.0013985897891274266,2.905687381474105,0.04826248574914259,2.854309646796339
hsa-miRPlus-F1015,3.391387718646615,0.001445490597073313,3.1663629129976565,0.04826248574914259,2.83998472907285
hsa-miR-92a-2-5p,2.3245560046159564,0.0015121520968257697,3.7076416572952047,0.04852134170119813,2.8204045239869027
hsa-miR-885-5p,1.8337998861435194,0.001537982710903849,5.348178258116025,0.04852134170119813,2.8130485465900223
hsa-miRPlus-E1180,3.6820103290995045,0.0016036403215294738,2.9188086115014027,0.04971284996741369,2.794893032492856
hsa-miR-1269a,2.312592308495834,0.0017894200175069836,1.2218823832983914,0.0538270587551702,2.7472877086915006
hsa-miRPlus-C1057,2.4786769231740413,0.001801470111564164,3.031659799463324,0.0538270587551702,2.744372938920505
hsa-miR-99a*,3.3426493561226858,0.0019102863663122604,4.010333936098205,0.05445414009717708,2.7189015238585794
hsa-miR-2117,2.609038761283186,0.0021419810373805174,3.2672601616071626,0.05875132391921077,2.6691843782275324
hsa-miRPlus-A1073,1.738445424598365,0.002161716682088479,5.738758021735139,0.05875132391921077,2.6652012259555
hsa-miR-202-5p,2.4356417472590435,0.002333698075632538,2.151082542333738,0.05894093698459955,2.631955331910411
hsa-miR-548ah-3p/hsa-miR-548av-3p/hsa-miR-548o-3p,4.121556941503938,0.0023878627170366403,2.943969243931384,0.05894093698459955,2.6219906452760373
hsa-miR-2278,2.351138377819078,0.0024157698497040063,3.0015058071074914,0.05894093698459955,2.6169444432978706
hsa-miR-452-5p,2.1019155947084203,0.002431858960892901,3.320123988306502,0.05894093698459955,2.6140616161929393
hsa-miR-608,2.331654372601592,0.002645465238964489,2.317481160768267,0.06131545600590591,2.577497940661915
hsa-miR-548k,2.4368005796047028,0.0026761646822818642,3.157593951137526,0.061452670482027995,2.5724871650426056
hsa-miR-769-3p,2.701270887397357,0.0028711541699892457,2.4277661392538623,0.0630536245266597,2.541943486926011
hsa-miRPlus-F1236,3.258082642330146,0.00298579447867637,4.011010087564945,0.0630536245266597,2.524940089393513
hsa-miRPlus-E1127,3.2120443126274822,0.0030167102888538433,4.027061452252885,0.0630536245266597,2.5204663954907445
hsa-miRPlus-F1205,3.281867075278092,0.0032930621586462062,3.768362328921529,0.06438101506394024,2.4824000716256953
hsa-miR-1278,2.0642628665830114,0.0035029679436071807,1.309702241501387,0.06512813694486748,2.455563836983824
hsa-miR-571,2.415769489297255,0.0037086365997935377,2.8334002911828327,0.06512813694486748,2.4307857200379215
hsa-miR-626,2.4087326399605273,0.0037620444640273838,1.8997816680015047,0.06512813694486748,2.424576075779893
hsa-miR-3187-3p,2.1676377637789788,0.0038064720895152793,2.6088036143683397,0.06512813694486748,2.4194773502694455
hsa-miRPlus-F1141,4.0453272269670775,0.00383415644917365,2.5269981896005587,0.06512813694486748,2.4163301701156037
hsa-miR-3141,2.0881681646377013,0.003902311250316434,2.5365278139897427,0.06563343072275397,2.408678094012749
hsa-miRPlus-E1168,3.243478731476411,0.003950257887330871,4.2871534585325435,0.06574925879584267,2.403374551110548
hsa-miR-513c-5p,2.1842896923754163,0.004223629127727039,2.54633091405669,0.0659943106090104,2.3743142237254338
hsa-miRPlus-E1042,2.980057339592281,0.004257697458645832,1.7839169713225151,0.0659943106090104,2.370825201683217
hsa-miR-1263,2.011939640060463,0.004397066691074581,2.5987260374727437,0.06690015579058259,2.3568369473104656
hsa-miR-1233,2.1002339868342377,0.004645649087705433,2.367448795964502,0.0689892798653262,2.3329535980288547
hsa-miR-1281,1.7093173336119385,0.004762028437314087,5.39451481322481,0.06918257150872621,2.322208015455349
hsa-miRPlus-F1060,4.926070880757376,0.004849041854598093,1.7654444666649696,0.06918257150872621,2.3143440672471183
hsa-miR-548h-3p/hsa-miR-548z,2.269714060372812,0.0048919850266213325,1.6930742948043305,0.0693264163772623,2.31051488092146
hsa-miR-1293,1.5939520846876114,0.004956512994753293,4.665235835605863,0.06984177401697822,2.3048237508712615
hsa-miRPlus-E1109,4.256158746114472,0.005006079304987939,1.530230927625527,0.07014167613768411,2.3005022746946673
